,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,work_setting,company_size,job_category
297,2022,Entry-level,Full-time,Machine Learning Scientist,34672,Italy,Remote,Small,Machine Learning and AI
298,2022,Entry-level,Part-time,Data Analyst,34320,United States,Remote,Small,Data Analysis
299,2022,Senior,Full-time,Data Engineer,36773,Spain,In-person,Medium,Data Engineering
300,2022,Senior,Full-time,Data Engineer,36773,Portugal,In-person,Medium,Data Engineering
301,2022,Senior,Full-time,Data Engineer,43096,United Kingdom,Remote,Medium,Data Engineering
302,2022,Senior,Full-time,Data Analyst,36773,Spain,In-person,Medium,Data Analysis
303,2022,Mid-level,Full-time,Data Scientist,43096,United Kingdom,In-person,Medium,Data Science and Research
304,2022,Entry-level,Full-time,Data Engineer,43096,United Kingdom,Remote,Medium,Data Engineering
305,2022,Mid-level,Full-time,Data Analyst,43096,United Kingdom,In-person,Medium,Data Analysis
306,2022,Senior,Full-time,Data Scientist,37824,Spain,In-person,Medium,Data Science and Research
307,2022,Senior,Full-time,Data Analyst,39925,Spain,In-person,Medium,Data Analysis
308,2022,Entry-level,Full-time,Data Scientist,39925,France,Hybrid,Large,Data Science and Research
309,2022,Senior,Full-time,Data Scientist,38000,United States,Remote,Medium,Data Science and Research
310,2022,Entry-level,Full-time,Applied Data Scientist,40000,Australia,Remote,Medium,Data Science and Research
311,2022,Entry-level,Full-time,AI Programmer,40000,Pakistan,Remote,Medium,Machine Learning and AI
312,2022,Entry-level,Full-time,Machine Learning Developer,40000,Pakistan,Remote,Medium,Machine Learning and AI
313,2022,Senior,Full-time,Data Engineer,42026,Spain,In-person,Medium,Data Engineering
314,2022,Mid-level,Full-time,Deep Learning Engineer,49253,United Kingdom,Remote,Medium,Machine Learning and AI
315,2022,Entry-level,Full-time,Data Engineer,49253,United Kingdom,Remote,Medium,Data Engineering
316,2022,Senior,Full-time,Data Engineer,42026,Portugal,In-person,Medium,Data Engineering
317,2022,Mid-level,Full-time,Data Analyst,49253,United Kingdom,Remote,Medium,Data Analysis
318,2022,Mid-level,Full-time,Data Analyst,42026,Spain,Remote,Medium,Data Analysis
319,2022,Mid-level,Full-time,Data Analyst,42026,Greece,Remote,Medium,Data Analysis
320,2022,Mid-level,Full-time,Data Engineer,49253,United Kingdom,In-person,Medium,Data Engineering
321,2022,Entry-level,Full-time,Data Scientist,40000,Japan,Remote,Large,Data Science and Research
322,2022,Mid-level,Full-time,Data Science Consultant,51716,United Kingdom,In-person,Medium,Data Science and Research
323,2022,Mid-level,Full-time,Data Engineer,42000,Brazil,Remote,Medium,Data Engineering
324,2022,Mid-level,Full-time,Data Scientist,55410,France,Remote,Medium,Data Science and Research
325,2022,Senior,Full-time,Data Scientist,47280,Spain,In-person,Medium,Data Science and Research
326,2022,Mid-level,Full-time,Data Analyst,55410,United Kingdom,In-person,Medium,Data Analysis
327,2022,Entry-level,Full-time,Machine Learning Engineer,55410,United Kingdom,Remote,Small,Machine Learning and AI
328,2022,Mid-level,Full-time,Data Engineer,47280,Spain,Remote,Medium,Data Engineering
329,2022,Mid-level,Full-time,Data Engineer,47280,Greece,Remote,Medium,Data Engineering
330,2022,Mid-level,Full-time,Data Engineer,55410,United Kingdom,Remote,Medium,Data Engineering
331,2022,Entry-level,Full-time,Data Manager,45600,United States,Remote,Medium,Leadership and Management
332,2022,Entry-level,Full-time,Data Analyst,46000,United States,Remote,Large,Data Analysis
333,2022,Mid-level,Full-time,Data Scientist,57872,United Kingdom,Hybrid,Medium,Data Science and Research
334,2022,Entry-level,Full-time,Business Data Analyst,48000,United States,Hybrid,Large,Data Analysis
335,2022,Entry-level,Full-time,Data Analyst,48000,United States,In-person,Medium,Data Analysis
336,2022,Senior,Full-time,Data Analyst,50432,Spain,In-person,Medium,Data Analysis
337,2022,Mid-level,Full-time,Analytics Engineer,48000,Brazil,Remote,Medium,Leadership and Management
338,2022,Mid-level,Full-time,BI Analyst,48000,Brazil,Remote,Medium,BI and Visualization
339,2022,Mid-level,Full-time,BI Data Analyst,50432,Germany,Remote,Small,Data Analysis
340,2022,Senior,Full-time,Analytics Engineer,48000,Argentina,Remote,Small,Leadership and Management
341,2022,Mid-level,Full-time,Data Scientist,48000,Russian Federation,Remote,Small,Data Science and Research
342,2022,Entry-level,Full-time,Data Scientist,52008,Belgium,Hybrid,Small,Data Science and Research
343,2022,Mid-level,Full-time,Data Scientist,52533,France,Remote,Medium,Data Science and Research
344,2022,Entry-level,Full-time,Data Analyst,50000,United States,Hybrid,Large,Data Analysis
345,2022,Entry-level,Freelance,Data Analytics Consultant,50000,Belgium,Remote,Small,Leadership and Management
346,2022,Senior,Full-time,Data Engineer,61566,United Kingdom,Remote,Medium,Data Engineering
347,2022,Entry-level,Full-time,Data Engineer,61566,United Kingdom,Remote,Medium,Data Engineering
348,2022,Senior,Full-time,Data Scientist,50000,United States,Remote,Medium,Data Science and Research
349,2022,Senior,Full-time,Data Engineer,50000,United States,Remote,Medium,Data Engineering
350,2022,Entry-level,Full-time,AI Scientist,50000,United States,Remote,Medium,Machine Learning and AI
351,2022,Entry-level,Full-time,Business Data Analyst,50000,India,Remote,Large,Data Analysis
352,2022,Entry-level,Full-time,Data Scientist,50000,United States,Hybrid,Medium,Data Science and Research
353,2022,Senior,Full-time,Data Analyst,61566,United Kingdom,In-person,Medium,Data Analysis
354,2022,Entry-level,Full-time,Data Analyst,50000,Argentina,Remote,Large,Data Analysis
355,2022,Mid-level,Full-time,Lead Data Scientist,61566,United Kingdom,Hybrid,Small,Data Science and Research
356,2022,Entry-level,Full-time,Applied Data Scientist,50000,Austria,Hybrid,Medium,Data Science and Research
357,2022,Mid-level,Full-time,Data Engineer,61566,United Kingdom,In-person,Medium,Data Engineering
358,2022,Mid-level,Full-time,ETL Developer,52533,Greece,In-person,Medium,Data Engineering
359,2022,Mid-level,Full-time,Data Scientist,61566,United Kingdom,In-person,Medium,Data Science and Research
360,2022,Senior,Full-time,Data Engineer,61566,United Kingdom,In-person,Medium,Data Engineering
361,2022,Mid-level,Full-time,Data Analyst,61566,United Kingdom,In-person,Medium,Data Analysis
362,2022,Mid-level,Full-time,Data Analyst,50000,United States,Remote,Medium,Data Analysis
363,2022,Mid-level,Part-time,Data Engineer,52533,Germany,Hybrid,Large,Data Engineering
364,2022,Senior,Full-time,Data Scientist,51000,United States,Remote,Medium,Data Science and Research
365,2022,Mid-level,Full-time,Data Scientist,54634,Netherlands,Remote,Small,Data Science and Research
366,2022,Entry-level,Full-time,Data Analyst,52000,Canada,In-person,Medium,Data Analysis
367,2022,Senior,Full-time,Data Analyst,52500,United States,In-person,Medium,Data Analysis
368,2022,Mid-level,Full-time,Data Analyst,52500,United States,In-person,Medium,Data Analysis
369,2022,Entry-level,Full-time,Data Engineer,55475,Pakistan,Remote,Medium,Data Engineering
370,2022,Mid-level,Full-time,Machine Learning Infrastructure Engineer,55685,Portugal,Hybrid,Large,Machine Learning and AI
371,2022,Entry-level,Full-time,Machine Learning Engineer,56536,Switzerland,Remote,Small,Machine Learning and AI
372,2022,Mid-level,Full-time,Data Scientist,54000,Brazil,Remote,Medium,Data Science and Research
373,2022,Mid-level,Full-time,Analytics Engineer,54000,United States,In-person,Medium,Leadership and Management
374,2022,Senior,Full-time,Data Engineer,54000,United States,In-person,Medium,Data Engineering
375,2022,Mid-level,Full-time,Data Scientist,67723,United Kingdom,In-person,Medium,Data Science and Research
376,2022,Entry-level,Full-time,Data Analyst,55000,United States,In-person,Medium,Data Analysis
377,2022,Senior,Full-time,Data Analyst,55000,United States,Remote,Medium,Data Analysis
378,2022,Senior,Full-time,Data Scientist,55000,United States,Remote,Small,Data Science and Research
379,2022,Mid-level,Full-time,Data Engineer,67723,United Kingdom,Remote,Medium,Data Engineering
380,2022,Senior,Full-time,Director of Data Science,57786,France,Hybrid,Large,Data Science and Research
381,2022,Entry-level,Full-time,Data Analyst,55000,United States,Remote,Small,Data Analysis
382,2022,Mid-level,Full-time,Computer Vision Engineer,58837,France,Remote,Small,Machine Learning and AI
383,2022,Entry-level,Full-time,Data Engineer,59888,Netherlands,Remote,Large,Data Engineering
384,2022,Mid-level,Full-time,Data Science Consultant,70186,United Kingdom,In-person,Medium,Data Science and Research
385,2022,Senior,Full-time,Data Analyst,70186,United Kingdom,In-person,Medium,Data Analysis
386,2022,Entry-level,Full-time,BI Data Analyst,57000,United States,Remote,Large,Data Analysis
387,2022,Senior,Full-time,Machine Learning Engineer,59888,Netherlands,Remote,Large,Machine Learning and AI
388,2022,Entry-level,Full-time,BI Data Analyst,60938,Germany,In-person,Large,Data Analysis
389,2022,Mid-level,Full-time,Data Scientist,60938,Germany,In-person,Medium,Data Science and Research
390,2022,Mid-level,Full-time,Data Scientist,60938,Germany,Remote,Small,Data Science and Research
391,2022,Mid-level,Full-time,Data Analyst,58000,United States,In-person,Small,Data Analysis
392,2022,Mid-level,Full-time,Research Scientist,61989,Austria,In-person,Large,Data Science and Research
393,2022,Senior,Full-time,Admin & Data Analyst,60000,India,Remote,Medium,Data Analysis
394,2022,Mid-level,Full-time,Data Analyst,60000,United States,Remote,Medium,Data Analysis
395,2022,Mid-level,Full-time,Data Engineer,73880,United Kingdom,Remote,Medium,Data Engineering
396,2022,Mid-level,Full-time,Data Scientist,63040,France,Remote,Medium,Data Science and Research
397,2022,Mid-level,Full-time,Analytics Engineer,73880,United Kingdom,In-person,Medium,Leadership and Management
398,2022,Senior,Full-time,Data Engineer,63040,Portugal,In-person,Medium,Data Engineering
399,2022,Mid-level,Full-time,Data Operations Engineer,60000,United States,Remote,Medium,Data Quality and Operations
400,2022,Mid-level,Contract,NLP Engineer,60000,India,Remote,Small,Machine Learning and AI
401,2022,Senior,Full-time,Machine Learning Engineer,63040,Finland,Hybrid,Small,Machine Learning and AI
402,2022,Mid-level,Full-time,Data Engineer,73880,United Kingdom,In-person,Medium,Data Engineering
403,2022,Mid-level,Full-time,Data Engineer,63040,Spain,Remote,Medium,Data Engineering
404,2022,Mid-level,Full-time,Data Engineer,63040,Greece,Remote,Medium,Data Engineering
405,2022,Senior,Full-time,Data Science Engineer,60000,Argentina,Remote,Large,Data Science and Research
406,2022,Senior,Full-time,Data Engineer,73880,United Kingdom,In-person,Medium,Data Engineering
407,2022,Senior,Full-time,Data Analyst,60000,United States,Remote,Medium,Data Analysis
408,2022,Mid-level,Full-time,Data Scientist,64090,Germany,In-person,Medium,Data Science and Research
409,2022,Senior,Full-time,Data Analyst,61300,Canada,Remote,Medium,Data Analysis
410,2022,Mid-level,Full-time,Data Analyst,62000,United States,In-person,Medium,Data Analysis
411,2022,Mid-level,Full-time,Data Engineer,65141,France,Remote,Medium,Data Engineering
412,2022,Mid-level,Full-time,Data Engineer,65666,Germany,Hybrid,Small,Data Engineering
413,2022,Senior,Full-time,Data Engineer,63000,United States,Remote,Medium,Data Engineering
414,2022,Entry-level,Full-time,Machine Learning Research Engineer,66192,Germany,Hybrid,Large,Data Science and Research
415,2022,Senior,Full-time,ETL Developer,63000,United States,Remote,Medium,Data Engineering
416,2022,Senior,Full-time,Analytics Engineer,63000,United States,In-person,Medium,Leadership and Management
417,2022,Senior,Full-time,Data Engineer,63000,United States,In-person,Medium,Data Engineering
418,2022,Senior,Full-time,ETL Developer,63000,United States,In-person,Medium,Data Engineering
419,2022,Senior,Full-time,Data Architect,63000,United States,In-person,Medium,Data Architecture and Modeling
420,2022,Mid-level,Full-time,Data Engineer,63900,United States,In-person,Medium,Data Engineering
421,2022,Entry-level,Full-time,Data Analyst,64000,United States,Remote,Large,Data Analysis
422,2022,Entry-level,Full-time,Data Engineer,65000,United States,In-person,Medium,Data Engineering
423,2022,Mid-level,Full-time,Data Analyst,65000,United States,Remote,Medium,Data Analysis
424,2022,Senior,Full-time,Data Engineer,68293,Spain,In-person,Medium,Data Engineering
425,2022,Senior,Full-time,Data Analyst,65000,United States,Remote,Medium,Data Analysis
426,2022,Mid-level,Full-time,Data Analyst,65000,Canada,In-person,Medium,Data Analysis
427,2022,Senior,Full-time,Data Management Specialist,68293,Italy,In-person,Large,Data Management and Strategy
428,2022,Mid-level,Full-time,Data Engineer,65000,United States,In-person,Medium,Data Engineering
429,2022,Mid-level,Full-time,Machine Learning Engineer,80036,United Kingdom,In-person,Medium,Machine Learning and AI
430,2022,Mid-level,Full-time,Data Analyst,65000,United States,In-person,Medium,Data Analysis
431,2022,Mid-level,Full-time,BI Data Analyst,45050,Australia,Hybrid,Large,Data Analysis
432,2022,Mid-level,Full-time,Data Engineer,80036,United Kingdom,Remote,Medium,Data Engineering
433,2022,Mid-level,Full-time,Data Scientist,80036,United Kingdom,Hybrid,Medium,Data Science and Research
434,2022,Senior,Full-time,Machine Learning Engineer,65000,United Arab Emirates,Remote,Small,Machine Learning and AI
435,2022,Entry-level,Full-time,Data Engineer,65000,United States,Remote,Small,Data Engineering
436,2022,Senior,Full-time,Machine Learning Engineer,68293,Ireland,Remote,Small,Machine Learning and AI
437,2022,Senior,Full-time,Analytics Engineer,80041,United Kingdom,Remote,Medium,Leadership and Management
438,2022,Senior,Full-time,Data Architect,66000,United States,Remote,Medium,Data Architecture and Modeling
439,2022,Senior,Full-time,Lead Machine Learning Engineer,69344,Portugal,Remote,Large,Machine Learning and AI
440,2022,Senior,Full-time,Data Operations Analyst,66000,United States,Remote,Medium,Data Quality and Operations
441,2022,Mid-level,Full-time,Data Analyst,66100,United States,Remote,Medium,Data Analysis
442,2022,Entry-level,Full-time,Data Scientist,51081,Canada,Remote,Large,Data Science and Research
443,2022,Senior,Full-time,Data Engineer,82280,United Kingdom,Remote,Medium,Data Engineering
444,2022,Entry-level,Full-time,Data Analyst,67000,Canada,In-person,Medium,Data Analysis
445,2022,Senior,Full-time,Data Analyst,68400,United States,Remote,Medium,Data Analysis
446,2022,Senior,Full-time,Data Analyst,69000,United States,Remote,Medium,Data Analysis
447,2022,Mid-level,Full-time,Data Scientist,73546,Germany,Remote,Medium,Data Science and Research
448,2022,Mid-level,Full-time,Data Engineer,70000,United States,In-person,Medium,Data Engineering
449,2022,Senior,Full-time,Data Engineer,73546,Spain,In-person,Medium,Data Engineering
450,2022,Senior,Full-time,Data Specialist,70000,United States,In-person,Medium,Data Management and Strategy
451,2022,Senior,Full-time,Data Engineer,70000,United States,In-person,Medium,Data Engineering
452,2022,Senior,Full-time,Data Scientist,70000,United States,In-person,Medium,Data Science and Research
453,2022,Senior,Full-time,Data Analyst,70000,United States,In-person,Medium,Data Analysis
